street,city,state,zip,country,Name,Location,PostalCode,Addess,InUseSince,Rating,Potential.Rating,Area,Energy.Savings,CO2.Savings,BGN.Savings,Investment,Payback,Building.Type1,Building.Type2,Lat,Lng,region
8223 & Verinsko,Ihtiman,Sofia,2063,Bulgaria,ЖП ГАРА - с.ВЕРИНСКО,с.ВЕРИНСКО,2063,с.ВЕРИНСКО,1964,G,C,150,21111,17.28,4120,21447,5.2055,"Транспорт (гари, пристанища и летища)",10,42.4795341491699,23.7542896270751,SW
House Number and Street Not Found,Slivnitsa,Sofia,2200,Bulgaria,МЖС СЛИВНИЦА БЛ 10,гр.СЛИВНИЦА,2200,УЛ. МАКСИМ ГОРКИ #10,1983,G,C,1443.48,201175,164.66,46870,262505,5.6007,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.8514289855957,23.0446071624755,SW
House Number and Street Not Found,Kardzhali,Kardzhali,6600,Bulgaria,ЖИЛИЩНА СГРАДА С ТЪРГОВСКИ ПАРТЕР,гр.КЪРДЖАЛИ,6600,гр.КЪРДЖАЛИ,2007,E,B,1322,45362,92.96,7257.4,35280,4.8612,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.6338424682617,25.3778114318847,SC
House Number and Street Not Found,Cherven bryag,Pleven,5980,Bulgaria,"НЧ ""Н.Й. ВАПЦАРОВ-1908"" - БЛОК 3",гр.ЧЕРВЕН БРЯГ,5980,УЛ. ТЪРГОВСКА 17,1977,G,B,205.54,22014,18.05,5393.43,40573,7.5226,Библиотеки и читалища,12,43.2761344909667,24.0949096679687,NW
House Number and Street Not Found,Ruse,Ruse,7000,Bulgaria,"УНИ КРЕДИТ БУЛБАНК - ФИЛИАЛ РУСЕ, ПЛ. СВ. ТРОИЦА-5",гр.РУСЕ,7000,ПЛ. СВЕТА ТРОИЦА-5,1996,E,C,1947,23865,232.9,4770,35243,7.3884,Сгради за административно обслужване,1,43.8481826782226,25.9567699432373,NC
Ulitsa Fikus 4,Sofia,Sofia-City,1271,Bulgaria,"ОДЗ №83 ""СЛАВЕЙЧЕ"" - СГРАДА 2 /ЯСЛА И ГРУПА/",гр.СОФИЯ,1000,"УЛ.""ФИКУС"" 2",1979,C,NA,304,14789,30.3,2662,10108,3.7971,Детско заведение (градини и ясли),2,42.7537651062011,23.3168983459472,SW
Ulitsa Stefan Karadzha 26,Stara Zagora,Stara Zagora,6001,Bulgaria,МЖС,гр.СТАРА ЗАГОРА,6000,"УЛ.СТЕФАН КАРАДЖА #26, ВХ.О,А,Б,В,Г,Д",1984,D,C,13181,210215,172.18,39941,647022,16.1994,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4243850708007,25.6403427124023,SE
Ulitsa Strandzha 1,Shumen,Shumen,9704,Bulgaria,"ДЯ №11 ""ТРАКИЙЧЕ""",гр.ШУМЕН,9700,УЛ. СТРАНДЖА-3,1973,F,B,1622,403631,275.6,80730,232846,2.8842,Детско заведение (градини и ясли),2,43.2747383117675,26.9497852325439,NE
zhk P. R. Slaveykov,Burgas,Burgas,8005,Bulgaria,"БЛ.72,  БУРГАС - ЖИЛ. ЧАСТ",гр.БУРГАС,8000,БЛ.72 К-С СЛАВЕЙКОВ,1994,D,C,5184,127458,104.38,36964,496140,13.4222,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.516990661621,27.4590339660644,SE
Ulitsa Vasil Levski 12,Sofia,Sofia-City,1390,Bulgaria,"ДГ №197 ""КИТНА ГРАДИНА"" - СГР.-2",гр.СОФИЯ,1000,ПОРУЧИК ХРАНОВ 5,1978,G,D,322,33211,26.44,6420,80361,12.5172,Детско заведение (градини и ясли),2,42.719871520996,23.2192630767822,SW
House Number and Street Not Found,Plovdiv,Plovdiv,4000,Bulgaria,"ОУ ""ГЕО МИЛЕВ""",гр.ПЛОВДИВ,4000,гр.ПЛОВДИВ,1905,E,C,1959,109526,224.42,21905,105270,4.8057,"Образователни (училища, колежи и университети)",6,42.1354064941406,24.7465915679931,SC
Ulitsa Ivan Vazov,Elin Pelin,Sofia,2139,Bulgaria,ГАРА МУСАЧЕВО - ПРИЕМНО ЗДАНИЕ,гр.ЕЛИН ПЕЛИН,2100,МУСАЧЕВО,1957,E,B,554,93131,63.62,19560,60309,3.0832,"Транспорт (гари, пристанища и летища)",10,42.6814384460449,23.5679626464843,SW
House Number and Street Not Found,Dobrich,Dobrich,9301,Bulgaria,АДМИН. СГРАДА НА ИО - ДОБРИЧ,гр.ДОБРИЧ,9300,УЛ. 25 СЕПТЕМВРИ 84,1971,D,B,3551.34,224978,184.25,57499.02,276856.36,4.8149,Сгради за административно обслужване,1,43.5862693786621,27.8362064361572,NE
Shanovo & Shanovo,Maglizh,Stara Zagora,6169,Bulgaria,"ЧИТАЛИЩЕ ""НАУКА""",с.ШАНОВО,6169,с.ШАНОВО,1976,E,A,1676,197926,135.18,39569,95873,2.4229,Библиотеки и читалища,12,42.5584602355957,25.6309814453125,SE
zhk Lazur 5,Burgas,Burgas,8001,Bulgaria,ЖИЛ. СГРАДА,гр.БУРГАС,8000,654.5,2004,E,C,785,17446,11.92,3210,25789.19,8.034,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5012969970703,27.4795360565185,SE
Ulitsa Morska sirena 27,Varna,Varna,9002,Bulgaria,МЖС,гр.ВАРНА,9000,ул. МОРСКА СИРЕНА № 25,1977,D,C,10795,276217,226.23,60767.3,736005,12.1118,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.2130470275878,27.9293193817138,NE
Ulitsa Nedelyo Kyulafliev & Ulitsa Aleksandar Stamboliyski,Mirkovo,Sofia,2086,Bulgaria,ЗДРАВНА СЛУЖБА,с.МИРКОВО,2086,С. МИРКОВО,1992,F,B,593,61674,42.09,12335.2,80719,6.5437,"Здравеопазване (болници, поликлиники и др.)",7,42.695442199707,23.9912853240966,SW
Ulitsa Lev Tolstoy 30,Plovdiv,Plovdiv,4017,Bulgaria,"МЖС-ПЛОВДИВ, ""ЛЕВ ТОЛСТОЙ"" 30",гр.ПЛОВДИВ,4000,ул. ЛЕВ ТОЛСТОЙ № 30,1999,F,C,925.55,42365,34.694,7626.1,57203,7.5009,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.139060974121,24.7677955627441,SC
zhk P. R. Slaveykov 1B,Burgas,Burgas,8005,Bulgaria,"МЖС, ж.к.СЛАВЕЙКОВ бл. 20А",гр.БУРГАС,8000,ж.к.СЛАВЕЙКОВ бл. 20А,1977,E,C,3273,134161,109.78,38908,395076,10.1541,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5165481567382,27.4593334197998,SE
Bulevard Svoboda 8,Sandanski,Blagoevgrad,2800,Bulgaria,"МЕДИЦ. ЦЕНТЪР ""СВ. ПЕТКА"" - САНДАНСКИ",гр.САНДАНСКИ,2800,УЛ. СВОБОДА 1,1964,C,A,1982.7,153072,125.48,37502.66,254060,6.7744,"Здравеопазване (болници, поликлиники и др.)",7,41.5604286193847,23.276834487915,SW
Ulitsa Gen. Gurko,Yablanitsa,Lovech,5750,Bulgaria,ОБЩИНСКА АДМИНИСТРАЦИЯ - ЯБЛАНИЦА,гр.ЯБЛАНИЦА,5750,гр.ЯБЛАНИЦА,1974,F,B,1320,112926,231.38,19990,120870,6.0465,Сгради за административно обслужване,1,43.0323486328125,24.0993881225585,NW
Ulitsa Kiril i Metodiy,Venets,Shumen,9751,Bulgaria,МЛАДЕЖКИ ДОМ,с.ВЕНЕЦ,9751,с.ВЕНЕЦ,1977,E,B,1683,245923,503.89,49140,329570,6.7067,Библиотеки и читалища,12,43.5481643676757,26.9223651885986,NE
House Number and Street Not Found,Smolyan,Smolyan,4700,Bulgaria,АДМИН. СГРАДА НА ИО - СМОЛЯН,гр.СМОЛЯН,4700,БУЛ БЪЛГАРИЯ 9,1970,C,B,4460,55931,45.81,14062.9,66708.5,4.7435,Сгради за административно обслужване,1,41.5755157470703,24.7070846557617,SC
Ulitsa Borimechka 22,Plovdiv,Plovdiv,4004,Bulgaria,"МЖС-ПЛОВДИВ, ""ОКОЛЧИЦА"" 12",гр.ПЛОВДИВ,4000,ул. ОКОЛЧИЦА № 12,1975,D,C,1487.11,21931,17.96,3947.58,50247.21,12.7286,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1274452209472,24.7223205566406,SC
Ulitsa 1-va,Kaloyanovo,Plovdiv,4196,Bulgaria,КМЕТСТВО И КУЛТУРЕН ДОМ - с. ГОРНА МАХАЛА,с.ГОРНА МАХАЛА,4196,с. ГОРНА МАХАЛА,1969,F,B,710,84628,7.013,22004,50200,2.2814,Сгради за административно обслужване,1,42.4445686340332,24.7773036956787,SC
House Number and Street Not Found,Shumen,Shumen,9703,Bulgaria,МБАЛ ДУЛОВО,гр.ДУЛОВО,7650,12447.94,1983,F,B,15117.69,1423920,972.77,284190,1211337,4.2624,"Здравеопазване (болници, поликлиники и др.)",7,43.2713890075683,26.9345359802246,NE
Ulitsa Sv. sv. Kiril i Metodiy 17,Kostenets,Sofia,2030,Bulgaria,СБДПЛР И МЕДИЦ. ЦЕНТЪР №1,гр.КОСТЕНЕЦ,2030,1,1982,E,B,1537,121029,99.12,26586.03,319302.31,12.0101,"Здравеопазване (болници, поликлиники и др.)",7,42.3073005676269,23.8542346954345,SW
Ulitsa Hristo Botev 55,Silistra,Silistra,7500,Bulgaria,ПРОФЕС. ЗЕМЕДЕЛСКА ГИМНАЗИЯ-СИЛИСТРА,гр.СИЛИСТРА,7500,ХР. БОТЕВ 55,1963,E,B,2305,79559,54.4,22276,309563,13.8967,"Образователни (училища, колежи и университети)",6,44.1136512756347,27.256534576416,NC
Ulitsa Vladimir Dimitrov-Maystora 1,Varna,Varna,9008,Bulgaria,"ЖИЛ. СГР.-ВАРНА, УЛ. ""ВЛ. ДИМ.-МАЙСТОРА"" №3",гр.ВАРНА,9000,ул. ВЛАД.ДИМИТРОВ-МАЙСТОРА № 3,1996,F,C,620,32352,26.49,5305,62999,11.8754,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.2045288085937,27.8970165252685,NE
zhk P. R. Slaveykov 5,Burgas,Burgas,8005,Bulgaria,"МЖС-БУРГАС, ""СЛАВЕЙКОВ"" БЛ. 5",гр.БУРГАС,8000,Ж.К.СЛАВЕЙКОВ бл. 5,1978,F,C,10231,415414,340.23,120470,1075708,8.9292,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5145225524902,27.457950592041,SE
House Number and Street Not Found,Novo selo,Vidin,3784,Bulgaria,"ЦДГ ""РОЗА"" - с. НОВО СЕЛО",с.НОВО СЕЛО,7052,НОВО СЕЛО,1976,G,C,1214,239017,195.73,54257,367850,6.7797,Детско заведение (градини и ясли),2,44.1602058410644,22.7852916717529,NW
Ulitsa Koprivshtitsa,Burgas,Burgas,8001,Bulgaria,МЖС,гр.БУРГАС,8000,ж.к.ЛАЗУР бл. 68,1963,F,C,4564.7,263446,215.81,48302.7,369249,7.6444,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5096778869628,27.4752616882324,SE
Ulitsa Petyr Atanasov 3,Mizia,Vratsa,3330,Bulgaria,ЖП ГАРА - БИВША,гр.МИЗИЯ,3330,МИЗИЯ,1925,G,B,287,48464,39.71,14530,68939,4.7445,"Транспорт (гари, пристанища и летища)",10,43.6912384033203,23.8533973693847,NW
Bulevard Ruski 137,Plovdiv,Plovdiv,4000,Bulgaria,"МНОГ. ЖИЛ. СГР.-ПЛОВДИВ, БУЛ. ""РУСКИ"" 137А",гр.ПЛОВДИВ,4000,бул. РУСКИ № 137А,1964,E,C,1323.52,29801,24.41,5370,56330,10.4897,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1380729675292,24.742223739624,SC
Ulitsa Marin Temelski 5,Teteven,Lovech,5700,Bulgaria,ИСТОРИЧЕСКИ МУЗЕЙ - ТЕТЕВЕН,гр.ТЕТЕВЕН,5700,ПЛ САВА МЛАДЕНОВ 1,1932,G,C,866.17,75444,61.79,16912.28,99906.37,5.9073,"Театри,кина,опери,худож.галерии",13,42.9163475036621,24.2670822143554,NW
Ulitsa Margaritka,Sofia,Sofia-City,1641,Bulgaria,КМЕТСТВО - ВЛАДАЯ,с.ВЛАДАЯ,1641,с.ВЛАДАЯ,1998,D,B,2007,119695,98.02,22106,175216,7.9261,Сгради за административно обслужване,1,42.6283302307128,23.1957111358642,SW
Ulitsa Marno pole 21,Veliko Tarnovo,Veliko Tarnovo,5000,Bulgaria,ДКЦ-1 ВЕЛИКО ТЪРНОВО,гр.ВЕЛИКО ТЪРНОВО,5000,УЛ. МАРИНО ПОЛЕ 21,1982,E,B,7671,191549,392.48,46604,512999,11.0076,"Здравеопазване (болници, поликлиники и др.)",7,43.0786590576171,25.6307106018066,NC
Kvartal Zapad 102,Asenovgrad,Plovdiv,4232,Bulgaria,"МЖС-АСЕНОВГРАД, БЛ. 102",гр.АСЕНОВГРАД,4230,"ул. СТОЯН ДЖАМСЪЗОВ №11, блок 102, вх. А,Б,В",1985,F,C,6885,369034,302.24,70116.46,336695,4.8019,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.0192832946777,24.8553485870361,SC
6,Pernik,Pernik,2300,Bulgaria,ГАРА ПЕРНИК-ПРИЕМНО ЗДАНИЕ,гр.ПЕРНИК,2300,ПЕРНИК,1893,F,B,944,112114,91.82,23540,84967,3.6094,"Транспорт (гари, пристанища и летища)",10,42.6051864624023,23.0380363464355,SW
House Number and Street Not Found,Silistra,Silistra,7504,Bulgaria,"ПГМТ ""ВЛ. КОМАРОВ""-УЧ. РАБ-ЦА-СИЛИСТРА",гр.СИЛИСТРА,7500,"УЛ. ""КАП. КРЪСТЕВ"" №15",1972,D,C,756,40997,33.58,10249,51003,4.9763,"Образователни (училища, колежи и университети)",6,44.1229782104492,27.2677764892578,NC
Bulevard Aleksandar Stamboliyski 175,Sofia,Sofia-City,1309,Bulgaria,"НЧ ""АУРА-1929""  Р-Н ВЪЗРАЖДАНЕ",гр.СОФИЯ,1000,БУЛ АЛ СТАМБОЛИЙСКИ 175,1958,G,B,2283,228731,187.47,57184,269028,4.7046,Библиотеки и читалища,12,42.7000579833984,23.2988224029541,SW
Ulitsa Han Asparuh 42,Tervel,Dobrich,9450,Bulgaria,МУЗЕЙ,гр.ТЕРВЕЛ,9450,УЛ. ХАН АСПАРУХ 30,1982,G,B,1192,153040,125.95,35200,151969,4.3173,"Театри,кина,опери,худож.галерии",13,43.7449989318847,27.4110317230224,NE
Ploshtat Vazrozhdenski 4,Ruse,Ruse,7002,Bulgaria,ПАНТЕОН НА ВЪЗРОЖДЕНЦИТЕ,гр.РУСЕ,7000,"ПЛ.""ВЪЗРОЖДЕНСКИ""",1978,F,NA,1209,72352,148.25,13020,141480,10.8663,"Други, вкл. старч. домове, за сираци и изоставени деца, общ-тия, автосервизи",14,43.8500823974609,25.95947265625,NC
Ulitsa Momin Kladenets 5,Sofia,Sofia-City,1164,Bulgaria,"МНОГОФАМИЛНА ЖИЛ. СГРАДА, Р-Н ЛОЗЕНЕЦ",гр.СОФИЯ,1000,"ул. ""МОМИН КЛАДЕНЕЦ"" №5",1996,E,C,1133,37394,25.55,8197,40253,4.9106,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.6848220825195,23.3285198211669,SW
zhk Zornitsa,Burgas,Burgas,8018,Bulgaria,МЖС,гр.БУРГАС,8000,ж.к.ЗОРНИЦА бл.10,1969,F,C,4564.7,269560,220.75,49329,439561.4,8.9108,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5165405273437,27.4648323059082,SE
zhk Lazur 12,Burgas,Burgas,8001,Bulgaria,МЖС,гр.БУРГАС,8000,ж.к.ЛАЗУР бл. 12,1968,E,C,10272.4,449667,368.29,82290,615800.1,7.4832,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5046997070312,27.4798240661621,SE
Ulitsa Strandzha planina,Burgas,Burgas,8001,Bulgaria,"МЖС-БУРГАС-ЗОНА 1 ""СТРАНДЖА ПЛАНИНА"" 15,17,19",гр.БУРГАС,8000,"УЛ. ""СТРАНДЖА ПЛАНИНА"" 15,17,19",1978,G,C,1200,69199,56.68,15916,121244,7.6177,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5021896362304,27.4745731353759,SE
Ulitsa D-r Hristo Tatarchev 10,Blagoevgrad,Blagoevgrad,2700,Bulgaria,МЖС-БЛАГОЕВГРАД,гр.БЛАГОЕВГРАД,2700,ул. Д-Р ХРИСТО ТАТАРЧЕВ #10,1962,G,C,862.36,63700,52.3,8620,102727,11.9172,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.0208396911621,23.0987071990966,SW
Ulitsa D-r Petar Beron 24,Varna,Varna,9004,Bulgaria,"ЖИЛ. СГР.-ВАРНА, УЛ. ""Д-Р ПЕТЪР БЕРОН"" 19",гр.ВАРНА,9000,ул. ПЕТЪР БЕРОН № 19,1996,G,C,1079.17,63676,52.15,10188,89328,8.7679,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.2176170349121,27.907880783081,NE
zhk P. R. Slaveykov 47,Burgas,Burgas,8010,Bulgaria,МЖС,гр.БУРГАС,8000,ж.к.СЛАВЕЙКОВ бл. 47,1980,G,C,8053,536807,439.58,155674,650321,4.1774,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5205192565917,27.4511489868164,SE
Ulitsa Sv. Otets Paisiy 35,Stara Zagora,Stara Zagora,6002,Bulgaria,ЖИЛ. СГРАДА- СТ. ЗАГОРА,гр.СТАРА ЗАГОРА,6000,"ул. ОТЕЦ ПАИСИЙ №35, вх. Б",1986,E,C,1549.9,38659,26.41,13250,98516.02,7.4351,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4199409484863,25.6224288940429,SE
Ulitsa Veleka 12,Tsarevo,Burgas,8280,Bulgaria,"ПУ""ПАИСИЙ ХИЛЕНДАРСКИ""-ТВОРЧЕСКА БАЗА, АХТОПОЛ",гр.АХТОПОЛ,8280,гр.АХТОПОЛ,1984,G,A,2807,527617,432.09,142390,1622450,11.3944,"Образователни (училища, колежи и университети)",6,42.0993843078613,27.9407157897949,SE
House Number and Street Not Found,Asenovgrad,Plovdiv,4231,Bulgaria,МЖС,гр.АСЕНОВГРАД,4230,"ул. ""ЦАР ИВАН АСЕН II"" # 104-106-108""",1987,D,C,6378,157725,64.19,26326.24,256886.2,9.7578,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.0146141052246,24.884084701538,SC
House Number and Street Not Found,Sofia,Sofia-City,1278,Bulgaria,АДМИН. СГРАДА-КВ.БЕНКОВСКИ,гр.СОФИЯ,1000,УЛ. Л.МИХАЙЛОВ 55А,1990,D,B,1401,44792,36.69,11915,99045,8.3126,Сгради за административно обслужване,1,42.7406120300292,23.3443508148193,SW
